step,value,wall_time,tag,source_file
1,0.5842999815940857,1765298192.719261,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
50,0.6809999942779541,1765298392.3209636,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
100,0.4668999910354614,1765298604.1754563,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
150,0.4560000002384186,1765298828.5577567,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
200,0.4058000147342682,1765299046.320537,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
250,0.40560001134872437,1765299269.9560387,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
300,0.4162999987602234,1765299484.2623363,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
350,0.4284000098705292,1765299705.9651449,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
400,0.39259999990463257,1765299920.3341894,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
450,0.39410001039505005,1765300144.0464003,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
500,0.3962000012397766,1765300363.8961935,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
550,0.3763999938964844,1765300585.839426,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
600,0.38359999656677246,1765300791.5716958,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
650,0.36160001158714294,1765301011.7180297,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
700,0.37950000166893005,1765301231.2554135,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
750,0.38190001249313354,1765301452.4516332,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
800,0.37950000166893005,1765301679.549334,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
850,0.37229999899864197,1765301908.5254462,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
900,0.374099999666214,1765302125.4884403,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
950,0.3741999864578247,1765302343.6033669,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1000,0.3833000063896179,1765302562.3860195,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1050,0.383899986743927,1765302790.5501914,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1100,0.3635999858379364,1765303011.9271512,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1150,0.33809998631477356,1765303233.3134432,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1200,0.3546000123023987,1765303460.2204747,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1250,0.349700003862381,1765303673.9864879,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1300,0.3452000021934509,1765303899.778808,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1350,0.375,1765304120.1308944,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1400,0.34389999508857727,1765304332.6726606,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1450,0.34060001373291016,1765304557.9573169,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1500,0.33219999074935913,1765304771.7887173,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1550,0.3158999979496002,1765304986.4119427,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1600,0.32120001316070557,1765305214.5515862,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1650,0.31369999051094055,1765305439.019037,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1700,0.3084000051021576,1765305667.961853,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1750,0.31859999895095825,1765305892.8768356,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1800,0.33059999346733093,1765306107.643234,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1850,0.3059000074863434,1765306328.158575,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1900,0.30399999022483826,1765306551.902014,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
1950,0.34040001034736633,1765306776.293066,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
2000,0.310699999332428,1765306991.8134716,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
2050,0.30219998955726624,1765307219.4291244,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
2100,0.29919999837875366,1765307453.6567438,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
2150,0.33410000801086426,1765307674.9279554,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
2200,0.2662000060081482,1765307890.7515738,train/loss,events.out.tfevents.1765298177.d21719efd147.30059.0
