step,value,wall_time,tag,source_file
1,1.0598000288009644,1765190435.5360153,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
10,3.057800054550171,1765190456.2965944,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
20,2.6386001110076904,1765190478.5711527,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
30,2.0048000812530518,1765190500.8038483,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
40,1.5995999574661255,1765190522.8638005,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
50,1.355299949645996,1765190544.8340056,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
60,1.2489999532699585,1765190569.8702986,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
70,1.0702999830245972,1765190592.2305849,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
80,0.7311000227928162,1765190614.4340103,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
90,0.6323000192642212,1765190636.5815146,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
100,0.8490999937057495,1765190658.520064,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
110,1.1852999925613403,1765190684.7324898,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
120,0.8141000270843506,1765190707.1174695,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
130,0.6047000288963318,1765190729.3059647,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
140,0.5102999806404114,1765190751.295782,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
150,0.7378000020980835,1765190773.2172024,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
160,1.0625,1765190798.309421,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
170,0.6431999802589417,1765190820.8123627,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
180,0.47920000553131104,1765190842.994582,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
190,0.5184000134468079,1765190865.07059,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
200,0.7835999727249146,1765190887.1039917,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
210,1.0083999633789062,1765190913.5889282,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
220,0.5281999707221985,1765190935.9195144,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
230,0.4456000030040741,1765190958.143852,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
240,0.4846999943256378,1765190980.2347624,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
250,0.5385000109672546,1765191002.2742088,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
260,1.065500020980835,1765191028.0227506,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
270,0.48510000109672546,1765191050.4749815,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
280,0.43309998512268066,1765191072.6840134,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
290,0.47119998931884766,1765191094.8064418,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
300,0.652899980545044,1765191116.8034947,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
310,0.9894000291824341,1765191141.646378,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
320,0.531499981880188,1765191164.003203,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
330,0.4512999951839447,1765191186.3246953,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
340,0.4307999908924103,1765191208.4872773,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
350,0.6122999787330627,1765191230.490962,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
360,0.9537000060081482,1765191255.3247364,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
370,0.47909998893737793,1765191277.7479792,train/loss,events.out.tfevents.1765190431.bb24cc31a678.5873.0
