step,value,wall_time,tag,source_file
1,0.5224999785423279,1765216593.1970289,train/loss,events.out.tfevents.1765216568.bb24cc31a678.201683.0
1,0.5099999904632568,1765216793.525945,train/loss,events.out.tfevents.1765216717.bb24cc31a678.202124.0
1,0.5099999904632568,1765220924.5185335,train/loss,events.out.tfevents.1765220848.bb24cc31a678.223743.0
1,0.5099999904632568,1765222277.6950703,train/loss,events.out.tfevents.1765222200.bb24cc31a678.232569.0
50,0.6780999898910522,1765217579.5638478,train/loss,events.out.tfevents.1765216717.bb24cc31a678.202124.0
50,0.679099977016449,1765223085.5937538,train/loss,events.out.tfevents.1765222200.bb24cc31a678.232569.0
100,0.5062000155448914,1765218442.4674718,train/loss,events.out.tfevents.1765216717.bb24cc31a678.202124.0
100,0.5067999958992004,1765223970.4535205,train/loss,events.out.tfevents.1765222200.bb24cc31a678.232569.0
150,0.4860000014305115,1765224867.7242684,train/loss,events.out.tfevents.1765222200.bb24cc31a678.232569.0
200,0.46140000224113464,1765225729.9424164,train/loss,events.out.tfevents.1765222200.bb24cc31a678.232569.0
250,0.4481000006198883,1765226620.4284406,train/loss,events.out.tfevents.1765222200.bb24cc31a678.232569.0
300,0.44290000200271606,1765227532.0660007,train/loss,events.out.tfevents.1765222200.bb24cc31a678.232569.0
350,0.4424000084400177,1765228428.5080004,train/loss,events.out.tfevents.1765222200.bb24cc31a678.232569.0
400,0.4187000095844269,1765229327.415032,train/loss,events.out.tfevents.1765222200.bb24cc31a678.232569.0
450,0.42309999465942383,1765230199.8863695,train/loss,events.out.tfevents.1765222200.bb24cc31a678.232569.0
500,0.4083000123500824,1765231070.2698612,train/loss,events.out.tfevents.1765222200.bb24cc31a678.232569.0
550,0.38670000433921814,1765231959.8011725,train/loss,events.out.tfevents.1765222200.bb24cc31a678.232569.0
600,0.3855000138282776,1765232860.2110841,train/loss,events.out.tfevents.1765222200.bb24cc31a678.232569.0
650,0.3887999951839447,1765233761.1326773,train/loss,events.out.tfevents.1765222200.bb24cc31a678.232569.0
